,region,genes
86951,chr2-93303244-93304483,"Tspan18 (+30623), Trp53i11 (+116316)"
86952,chr2-93312796-93312977,"Tspan18 (+21600), Trp53i11 (+125339)"
86953,chr2-93314156-93314382,"Tspan18 (+20218), Trp53i11 (+126721)"
86954,chr2-93319723-93320092,"Tspan18 (+14579), Trp53i11 (+132360)"
86956,chr2-93324847-93325052,"Tspan18 (+9537), Trp53i11 (+137402)"
86957,chr2-93326956-93327044,"Tspan18 (+7487), Trp53i11 (+139452)"
86958,chr2-93328293-93328430,"Tspan18 (+6125), Trp53i11 (+140814)"
86959,chr2-93333025-93333113,"Tspan18 (+1418), Trp53i11 (+145521)"
87191,chr3-10009459-10009712,Fabp5 (-2962)
87192,chr3-10012071-10013348,Fabp5 (+162)
87198,chr3-10022684-10023956,"Gm9833 (-64790), Fabp5 (+10772)"
87207,chr3-10043683-10044486,"Gm9833 (-44025), Fabp5 (+31537)"
87220,chr3-10059797-10059978,"Gm9833 (-28222), Fabp5 (+47340)"
87236,chr3-10076512-10076991,"Gm9833 (-11358), Fabp5 (+64204)"
87238,chr3-10077619-10077707,"Gm9833 (-10447), Fabp5 (+65115)"
87245,chr3-10082356-10082575,"Gm9833 (-5644), Fabp5 (+69918)"
87409,chr3-10205732-10206144,"Gm37389 (-8676), Fabp4 (+2638)"
87416,chr3-10211339-10212056,Fabp4 (-3122)
87418,chr3-10213776-10214013,"Fabp4 (-5319), Fabp12 (+87288)"
87422,chr3-10216596-10216688,"Fabp4 (-8066), Fabp12 (+84541)"
87444,chr3-10233308-10233769,"Fabp4 (-24963), Fabp12 (+67644)"
87449,chr3-10239993-10240127,"Fabp4 (-31484), Fabp12 (+61123)"
87450,chr3-10241108-10242017,"Fabp4 (-32987), Fabp12 (+59620)"
87455,chr3-10249306-10249834,"Fabp4 (-40994), Fabp12 (+51613)"
87458,chr3-10258373-10258638,"Fabp4 (-49930), Fabp12 (+42677)"
87480,chr3-10288620-10288896,"Fabp4 (-80182), Fabp12 (+12425)"
87481,chr3-10293025-10293239,"Fabp4 (-84556), Fabp12 (+8051)"
87482,chr3-10295631-10295830,"Fabp4 (-87155), Fabp12 (+5452)"
87831,chr3-107301341-107302183,"Slc16a4 (+10532), Rbm15 (+31911)"
87832,chr3-107323746-107324058,"Rbm15 (+9771), Slc16a4 (+32672)"
87833,chr3-107332114-107334409,Rbm15 (+411)
87835,chr3-107356996-107357588,"Rbm15 (-23619), Kcnc4 (+102260)"
87836,chr3-107360245-107360796,"Rbm15 (-26848), Kcnc4 (+99031)"
87837,chr3-107361265-107361425,"Rbm15 (-27672), Kcnc4 (+98207)"
87838,chr3-107375008-107375383,"Rbm15 (-41523), Kcnc4 (+84356)"
87839,chr3-107379471-107379726,"Rbm15 (-45926), Kcnc4 (+79953)"
87840,chr3-107380827-107380936,"Rbm15 (-47209), Kcnc4 (+78670)"
87841,chr3-107386199-107386852,"Rbm15 (-52853), Kcnc4 (+73026)"
87842,chr3-107411624-107411924,"Rbm15 (-78101), Kcnc4 (+47778)"
87843,chr3-107420187-107420431,"Rbm15 (-86636), Kcnc4 (+39243)"
87844,chr3-107438451-107438568,"Rbm15 (-104837), Kcnc4 (+21042)"
88276,chr3-116724107-116724353,"Slc35a3 (-11580), Agl (+83936)"
88277,chr3-116737352-116737451,"Slc35a3 (-24752), Agl (+70764)"
88278,chr3-116748813-116749268,"Slc35a3 (-36391), Agl (+59125)"
88279,chr3-116751317-116751466,"Slc35a3 (-38742), Agl (+56774)"
88280,chr3-116766955-116767187,"Slc35a3 (-54421), Agl (+41095)"
88281,chr3-116771715-116772015,"Slc35a3 (-59215), Agl (+36301)"
88282,chr3-116798996-116799159,"Slc35a3 (-86428), Agl (+9088)"
88283,chr3-116807680-116808803,Agl (-76)
88284,chr3-116835765-116836443,"Frrs1 (-42123), Agl (-27938)"
88285,chr3-116846068-116846476,"Agl (-38106), Frrs1 (-31955)"
88286,chr3-116861246-116861762,"Agl (-53338), Frrs1 (-16723)"
88287,chr3-116864363-116864853,"Agl (-56442), Frrs1 (-13619)"
88288,chr3-116865088-116865667,"Agl (-57212), Frrs1 (-12849)"
89121,chr3-131586964-131587057,"Dkk2 (-498281), Papss1 (+22243)"
89122,chr3-131612977-131613334,"Dkk2 (-472136), Papss1 (+48388)"
89123,chr3-131614208-131614400,"Dkk2 (-470988), Papss1 (+49536)"
89124,chr3-131624603-131624782,"Dkk2 (-460599), Papss1 (+59925)"
89125,chr3-131635838-131636439,"Dkk2 (-449153), Papss1 (+71371)"
89126,chr3-131637709-131637969,"Dkk2 (-447453), Papss1 (+73071)"
89127,chr3-131669994-131670253,"Dkk2 (-415168), Papss1 (+105356)"
89128,chr3-131691241-131691862,"Dkk2 (-393740), Papss1 (+126784)"
89129,chr3-131802885-131803335,"Dkk2 (-282182), Papss1 (+238342)"
89130,chr3-131813109-131813263,"Dkk2 (-272106), Papss1 (+248418)"
89131,chr3-131824559-131824897,"Dkk2 (-260564), Papss1 (+259960)"
89132,chr3-131828195-131828583,"Dkk2 (-256903), Papss1 (+263621)"
89133,chr3-131870179-131870267,"Dkk2 (-215069), Papss1 (+305455)"
89134,chr3-131921299-131921417,"Dkk2 (-163934), Papss1 (+356590)"
89135,chr3-131942010-131942980,"Dkk2 (-142797), Papss1 (+377727)"
89136,chr3-131943630-131943975,"Dkk2 (-141489), Papss1 (+379035)"
89137,chr3-131956837-131957896,"Dkk2 (-127925), Papss1 (+392599)"
89138,chr3-131975875-131976381,"Dkk2 (-109164), Papss1 (+411360)"
89139,chr3-131976881-131977105,"Dkk2 (-108299), Papss1 (+412225)"
89140,chr3-131987150-131987477,"Dkk2 (-97978), Papss1 (+422546)"
89141,chr3-131990939-131991105,"Dkk2 (-94270), Papss1 (+426254)"
89142,chr3-132000012-132000649,"Dkk2 (-84961), Papss1 (+435563)"
89143,chr3-132006054-132006660,"Dkk2 (-78935), Papss1 (+441589)"
89144,chr3-132015324-132015657,"Dkk2 (-69801), Papss1 (+450723)"
89145,chr3-132017661-132017947,"Dkk2 (-67488), Papss1 (+453036)"
89146,chr3-132021964-132022723,"Dkk2 (-62948), Papss1 (+457576)"
89147,chr3-132033423-132033621,"Dkk2 (-51770), Papss1 (+468754)"
89148,chr3-132033825-132034078,"Dkk2 (-51340), Papss1 (+469184)"
89149,chr3-132037541-132037875,"Dkk2 (-47584), Papss1 (+472940)"
89150,chr3-132059793-132059998,"Dkk2 (-25396), Papss1 (+495128)"
89151,chr3-132071025-132071188,"Dkk2 (-14185), Papss1 (+506339)"
89152,chr3-132084117-132084500,Dkk2 (-983)
89153,chr3-132085132-132086106,Dkk2 (+327)
89154,chr3-132087036-132087484,"Gimd1 (-542560), Dkk2 (+1968)"
89155,chr3-132122164-132122320,"Gimd1 (-507578), Dkk2 (+36950)"
89156,chr3-132122630-132122978,"Gimd1 (-507016), Dkk2 (+37512)"
89157,chr3-132136622-132136816,"Gimd1 (-493101), Dkk2 (+51427)"
89158,chr3-132137230-132137563,"Gimd1 (-492423), Dkk2 (+52105)"
89159,chr3-132140993-132141569,"Gimd1 (-488539), Dkk2 (+55989)"
89160,chr3-132154122-132154299,"Gimd1 (-475609), Dkk2 (+68919)"
89161,chr3-132180916-132181223,"Gimd1 (-448750), Dkk2 (+95778)"
89162,chr3-132207443-132207907,"Gimd1 (-422145), Dkk2 (+122383)"
89163,chr3-132211318-132211506,"Gimd1 (-418408), Dkk2 (+126120)"
89164,chr3-132227459-132228029,"Gimd1 (-402076), Dkk2 (+142452)"
89165,chr3-132316140-132316713,"Gimd1 (-313393), Dkk2 (+231135)"
89166,chr3-132343502-132343917,"Gimd1 (-286110), Dkk2 (+258418)"
89167,chr3-132353199-132353739,"Gimd1 (-276351), Dkk2 (+268177)"
89168,chr3-132354466-132354863,"Gimd1 (-275155), Dkk2 (+269373)"
89169,chr3-132398728-132399404,"Gimd1 (-230754), Dkk2 (+313774)"
89170,chr3-132428074-132428456,"Gimd1 (-201555), Dkk2 (+342973)"
89171,chr3-132433868-132434477,"Gimd1 (-195647), Dkk2 (+348881)"
89172,chr3-132454009-132454215,"Gimd1 (-175708), Dkk2 (+368820)"
89173,chr3-132464135-132464683,"Gimd1 (-165411), Dkk2 (+379117)"
89174,chr3-132506078-132506440,"Gimd1 (-123561), Dkk2 (+420967)"
89175,chr3-132582575-132582728,"Gimd1 (-47168), Dkk2 (+497360)"
89391,chr3-136680106-136680197,"Emcn (-660915), Ppp3ca (+9382)"
89392,chr3-136681118-136681399,"Emcn (-659808), Ppp3ca (+10489)"
89393,chr3-136684205-136684956,"Emcn (-656486), Ppp3ca (+13811)"
89394,chr3-136697533-136698128,"Emcn (-643236), Ppp3ca (+27061)"
89395,chr3-136700712-136700889,"Emcn (-640266), Ppp3ca (+30031)"
89396,chr3-136704561-136705354,"Emcn (-636109), Ppp3ca (+34188)"
89397,chr3-136709234-136709349,"Emcn (-631775), Ppp3ca (+38522)"
89398,chr3-136710480-136710928,"Emcn (-630363), Ppp3ca (+39934)"
89399,chr3-136716291-136716538,"Emcn (-624652), Ppp3ca (+45645)"
89400,chr3-136725034-136725899,"Emcn (-615600), Ppp3ca (+54697)"
89401,chr3-136750008-136750305,"Emcn (-590910), Ppp3ca (+79387)"
89402,chr3-136761287-136761869,"Emcn (-579489), Ppp3ca (+90808)"
89403,chr3-136763554-136764033,"Emcn (-577273), Ppp3ca (+93024)"
89404,chr3-136765535-136765738,"Emcn (-575430), Ppp3ca (+94867)"
89405,chr3-136768897-136769090,"Emcn (-572073), Ppp3ca (+98224)"
89406,chr3-136769457-136769791,"Emcn (-571443), Ppp3ca (+98854)"
89407,chr3-136771006-136771298,"Emcn (-569915), Ppp3ca (+100382)"
89408,chr3-136790128-136790833,"Emcn (-550586), Ppp3ca (+119711)"
89409,chr3-136791186-136791475,"Emcn (-549736), Ppp3ca (+120561)"
89410,chr3-136794759-136795159,"Emcn (-546108), Ppp3ca (+124189)"
89411,chr3-136802535-136802741,"Emcn (-538429), Ppp3ca (+131868)"
89412,chr3-136810386-136810574,"Emcn (-530587), Ppp3ca (+139710)"
89413,chr3-136812164-136812755,"Emcn (-528607), Ppp3ca (+141690)"
89414,chr3-136812991-136813149,"Emcn (-527997), Ppp3ca (+142300)"
89415,chr3-136813853-136814059,"Emcn (-527111), Ppp3ca (+143186)"
89416,chr3-136814578-136814804,"Emcn (-526376), Ppp3ca (+143921)"
89418,chr3-136831606-136831813,"Emcn (-509357), Ppp3ca (+160940)"
89419,chr3-136833956-136834297,"Emcn (-506940), Ppp3ca (+163357)"
89420,chr3-136835229-136835358,"Emcn (-505773), Ppp3ca (+164524)"
89421,chr3-136835795-136836588,"Emcn (-504875), Ppp3ca (+165422)"
89422,chr3-136836954-136837055,"Emcn (-504062), Ppp3ca (+166235)"
89423,chr3-136862127-136862359,"Emcn (-478824), Ppp3ca (+191473)"
89424,chr3-136871743-136872200,"Emcn (-469095), Ppp3ca (+201202)"
89425,chr3-136895631-136895768,"Emcn (-445367), Ppp3ca (+224930)"
89426,chr3-136905733-136905878,"Emcn (-435261), Ppp3ca (+235036)"
89427,chr3-136922244-136922552,"Emcn (-418669), Ppp3ca (+251628)"
89428,chr3-136933063-136933589,"Emcn (-407741), Ppp3ca (+262556)"
89429,chr3-136940615-136941309,"Emcn (-400105), Ppp3ca (+270192)"
89430,chr3-136980678-136981181,"Emcn (-360137), Ppp3ca (+310160)"
89431,chr3-136986170-136986758,"Emcn (-354603), Ppp3ca (+315694)"
89432,chr3-137014795-137015110,"Emcn (-326114), Ppp3ca (+344183)"
89433,chr3-137021052-137021615,"Emcn (-319733), Ppp3ca (+350564)"
89434,chr3-137024874-137025428,"Emcn (-315916), Ppp3ca (+354381)"
89435,chr3-137069781-137069900,"Emcn (-271226), Ppp3ca (+399071)"
89437,chr3-137129336-137129617,"Emcn (-211590), Ppp3ca (+458707)"
89438,chr3-137146182-137146279,"Emcn (-194836), Ppp3ca (+475461)"
89439,chr3-137150244-137151036,"Emcn (-190427), Ppp3ca (+479870)"
89440,chr3-137153255-137153762,"Emcn (-187558), Ppp3ca (+482739)"
89441,chr3-137190423-137190791,"Emcn (-150460), Ppp3ca (+519837)"
89442,chr3-137216160-137216322,"Emcn (-124826), Ppp3ca (+545471)"
89443,chr3-137217032-137218110,"Emcn (-123496), Ppp3ca (+546801)"
89444,chr3-137227110-137227734,"Emcn (-113645), Ppp3ca (+556652)"
89445,chr3-137228308-137228873,"Emcn (-112476), Ppp3ca (+557821)"
89446,chr3-137242277-137243432,"Emcn (-98212), Ppp3ca (+572085)"
89447,chr3-137244622-137244837,"Emcn (-96337), Ppp3ca (+573960)"
89448,chr3-137275344-137275997,"Emcn (-65396), Ppp3ca (+604901)"
89449,chr3-137288248-137288797,"Emcn (-52544), Ppp3ca (+617753)"
89450,chr3-137293117-137293575,"Emcn (-47721), Ppp3ca (+622576)"
89451,chr3-137295346-137295456,"Emcn (-45666), Ppp3ca (+624631)"
89452,chr3-137296969-137297293,"Emcn (-43936), Ppp3ca (+626361)"
89453,chr3-137300485-137300873,"Emcn (-40388), Ppp3ca (+629909)"
89454,chr3-137302632-137303556,"Emcn (-37973), Ppp3ca (+632324)"
89455,chr3-137316223-137316475,"Emcn (-24718), Ppp3ca (+645579)"
89456,chr3-137322039-137323071,"Emcn (-18512), Ppp3ca (+651785)"
89457,chr3-137329813-137330158,"Emcn (-11081), Ppp3ca (+659216)"
89458,chr3-137330678-137331268,"Emcn (-10094), Ppp3ca (+660203)"
89459,chr3-137340301-137340411,Emcn (-711)
89460,chr3-137340658-137341802,Emcn (+163)
89461,chr3-137342686-137342886,"Emcn (+1719), Gm4861 (+209836)"
89462,chr3-137343529-137343845,"Emcn (+2620), Gm4861 (+208935)"
89463,chr3-137372807-137373379,"Emcn (+32026), Gm4861 (+179529)"
89464,chr3-137387722-137388096,"Emcn (+46842), Gm4861 (+164713)"
89465,chr3-137389042-137389209,"Emcn (+48059), Gm4861 (+163496)"
89466,chr3-137390051-137390214,"Emcn (+49066), Gm4861 (+162489)"
89467,chr3-137395423-137396175,"Emcn (+54732), Gm4861 (+156823)"
89468,chr3-137418771-137418894,"Emcn (+77766), Gm4861 (+133789)"
89469,chr3-137511256-137511839,"Gm4861 (+41074), Emcn (+170481)"
89470,chr3-137547436-137548434,"Gm4861 (+4687), Emcn (+206868)"
89495,chr3-137935741-137936012,"Lamtor3 (+17351), Dapp1 (+45668)"
89496,chr3-137938535-137939011,"Lamtor3 (+20247), Dapp1 (+42772)"
89497,chr3-137942186-137942564,"Lamtor3 (+23849), Dapp1 (+39170)"
89498,chr3-137952485-137953125,"Dapp1 (+28740), Lamtor3 (+34279)"
89499,chr3-137955673-137956034,"Dapp1 (+25691), Lamtor3 (+37328)"
89500,chr3-137958051-137958359,"Dapp1 (+23340), Lamtor3 (+39679)"
89501,chr3-137961885-137962153,"Dapp1 (+19526), Lamtor3 (+43493)"
89502,chr3-137968903-137969482,"Dapp1 (+12352), Lamtor3 (+50667)"
89503,chr3-137969874-137970166,"Dapp1 (+11525), Lamtor3 (+51494)"
89504,chr3-137980709-137981006,Dapp1 (+687)
89505,chr3-137981232-137981798,Dapp1 (+30)
89506,chr3-137991182-137991681,"1110002E22Rik (-73620), Dapp1 (-9887)"
89507,chr3-137992517-137992725,"1110002E22Rik (-72431), Dapp1 (-11076)"
89508,chr3-137998677-137998869,"1110002E22Rik (-66279), Dapp1 (-17228)"
89509,chr3-138026323-138026707,"Dapp1 (-44970), 1110002E22Rik (-38537)"
89510,chr3-138030625-138030922,"Dapp1 (-49229), 1110002E22Rik (-34278)"
89511,chr3-138054028-138054411,"Dapp1 (-72675), 1110002E22Rik (-10832)"
89770,chr3-143379221-143379517,"Pkn2 (-497365), Lmo4 (+825851)"
89771,chr3-143442770-143443383,"Pkn2 (-561073), Lmo4 (+762143)"
89772,chr3-143495709-143496118,"Pkn2 (-613910), Lmo4 (+709306)"
89773,chr3-143508430-143508551,"Pkn2 (-626487), Lmo4 (+696729)"
89774,chr3-143509583-143509964,"Pkn2 (-627770), Lmo4 (+695446)"
89775,chr3-143585056-143585657,"Pkn2 (-703353), Lmo4 (+619863)"
89776,chr3-143599200-143599350,"Pkn2 (-717271), Lmo4 (+605945)"
89777,chr3-143651832-143652113,"Pkn2 (-769969), Lmo4 (+553247)"
89778,chr3-143659727-143659910,"Pkn2 (-777815), Lmo4 (+545401)"
89779,chr3-143668093-143668433,"Pkn2 (-786259), Lmo4 (+536957)"
89780,chr3-143694890-143695119,"Pkn2 (-813001), Lmo4 (+510215)"
89781,chr3-143790103-143790315,"Pkn2 (-908205), Lmo4 (+415011)"
89783,chr3-143834765-143835357,"Pkn2 (-953057), Lmo4 (+370159)"
89784,chr3-143860149-143861209,"Pkn2 (-978675), Lmo4 (+344541)"
89785,chr3-143862542-143862953,"Pkn2 (-980744), Lmo4 (+342472)"
89786,chr3-143912482-143912641,Lmo4 (+292658)
89787,chr3-143914506-143915270,Lmo4 (+290332)
89788,chr3-143925395-143925579,Lmo4 (+279733)
89789,chr3-143932983-143933346,Lmo4 (+272055)
89790,chr3-143954766-143955100,Lmo4 (+250287)
89791,chr3-143996270-143996838,Lmo4 (+208666)
89792,chr3-144010531-144010883,Lmo4 (+194513)
89793,chr3-144011754-144012056,Lmo4 (+193315)
89794,chr3-144049252-144049466,Lmo4 (+155861)
89795,chr3-144049691-144049856,Lmo4 (+155446)
89796,chr3-144058014-144058655,Lmo4 (+146885)
89797,chr3-144153465-144154018,Lmo4 (+51478)
89798,chr3-144155477-144155958,Lmo4 (+49502)
89799,chr3-144157109-144157197,Lmo4 (+48067)
89800,chr3-144162155-144162507,Lmo4 (+42889)
89801,chr3-144171844-144172247,Lmo4 (+33174)
89802,chr3-144198440-144199034,Lmo4 (+6483)
89803,chr3-144201920-144202654,Lmo4 (+2933)
89804,chr3-144204562-144206141,Lmo4 (-132)
89805,chr3-144242124-144242592,"Lmo4 (-37138), Hs2st1 (+327823)"
89806,chr3-144258160-144258310,"Lmo4 (-53015), Hs2st1 (+311946)"
89807,chr3-144332503-144332685,"Lmo4 (-127374), Hs2st1 (+237587)"
89808,chr3-144348506-144348748,"Lmo4 (-143407), Hs2st1 (+221554)"
89809,chr3-144362628-144362717,"Lmo4 (-157453), Hs2st1 (+207508)"
89810,chr3-144364026-144364566,"Lmo4 (-159076), Hs2st1 (+205885)"
89811,chr3-144365984-144366273,"Lmo4 (-160909), Hs2st1 (+204052)"
89812,chr3-144367316-144368016,"Lmo4 (-162446), Hs2st1 (+202515)"
89813,chr3-144377651-144377879,"Lmo4 (-172545), Hs2st1 (+192416)"
89814,chr3-144380902-144381766,"Lmo4 (-176114), Hs2st1 (+188847)"
89815,chr3-144383978-144384284,"Lmo4 (-178911), Hs2st1 (+186050)"
89816,chr3-144399554-144401547,"Lmo4 (-195331), Hs2st1 (+169630)"
89817,chr3-144411054-144411563,"Lmo4 (-206089), Hs2st1 (+158872)"
89818,chr3-144412679-144413290,"Lmo4 (-207765), Hs2st1 (+157196)"
89819,chr3-144438608-144438716,"Lmo4 (-233442), Hs2st1 (+131519)"
89820,chr3-144453662-144454271,"Lmo4 (-248747), Hs2st1 (+116214)"
89821,chr3-144467664-144467816,"Lmo4 (-262520), Hs2st1 (+102441)"
89822,chr3-144470457-144470722,"Lmo4 (-265370), Hs2st1 (+99591)"
89823,chr3-144496893-144497059,"Lmo4 (-291756), Hs2st1 (+73205)"
89824,chr3-144506091-144506652,"Lmo4 (-301152), Hs2st1 (+63809)"
89825,chr3-144519049-144519242,"Lmo4 (-313926), Hs2st1 (+51035)"
89826,chr3-144524318-144524437,"Lmo4 (-319158), Hs2st1 (+45803)"
89827,chr3-144531084-144531323,"Lmo4 (-325984), Hs2st1 (+38977)"
89828,chr3-144544191-144544313,"Lmo4 (-339032), Hs2st1 (+25929)"
89829,chr3-144551513-144551655,"Lmo4 (-346364), Hs2st1 (+18597)"
89830,chr3-144556831-144557375,"Lmo4 (-351883), Hs2st1 (+13078)"
89831,chr3-144561531-144562044,"Lmo4 (-356568), Hs2st1 (+8393)"
89832,chr3-144563832-144563921,"Lmo4 (-358657), Hs2st1 (+6304)"
90105,chr3-14869719-14870216,"Car2 (-16460), Car3 (+6430)"
90110,chr3-14874527-14874877,"Car2 (-11726), Car3 (+11164)"
90117,chr3-14880385-14880647,"Car2 (-5912), Car3 (+16978)"
90129,chr3-14886093-14887009,Car2 (+123)
90131,chr3-14887364-14887472,Car2 (+990)
90138,chr3-14889757-14890234,"Car2 (+3568), Gm9733 (+442306)"
90147,chr3-14893095-14893216,"Car2 (+6728), Gm9733 (+439146)"
90149,chr3-14893859-14893986,"Car2 (+7495), Gm9733 (+438379)"
90181,chr3-14912055-14912359,"Car2 (+25779), Gm9733 (+420095)"
90228,chr3-14958872-14959264,"Car2 (+72640), Gm9733 (+373234)"
90230,chr3-14959507-14959767,"Car2 (+73209), Gm9733 (+372665)"
90242,chr3-14989297-14990131,"Car2 (+103286), Gm9733 (+342588)"
90245,chr3-14996615-14996766,"Car2 (+110263), Gm9733 (+335611)"
90247,chr3-15000057-15000335,"Car2 (+113768), Gm9733 (+332106)"
90248,chr3-15000605-15000988,"Car2 (+114369), Gm9733 (+331505)"
90251,chr3-15006932-15007485,"Car2 (+120781), Gm9733 (+325093)"
90258,chr3-15073518-15073887,"Car2 (+187275), Gm9733 (+258599)"
90259,chr3-15090246-15090372,"Car2 (+203881), Gm9733 (+241993)"
90264,chr3-15105725-15106022,"Car2 (+219446), Gm9733 (+226428)"
90265,chr3-15110430-15110764,"Gm9733 (+221705), Car2 (+224169)"
90266,chr3-15112151-15112611,"Gm9733 (+219921), Car2 (+225953)"
90270,chr3-15118634-15119209,"Gm9733 (+213380), Car2 (+232494)"
90274,chr3-15126459-15127325,"Gm9733 (+205410), Car2 (+240464)"
90275,chr3-15128064-15128233,"Gm9733 (+204153), Car2 (+241721)"
90276,chr3-15128453-15128660,"Gm9733 (+203745), Car2 (+242129)"
90281,chr3-15132113-15132485,"Gm9733 (+200003), Car2 (+245871)"
90302,chr3-15156765-15157024,"Gm9733 (+175407), Car2 (+270467)"
90310,chr3-15179067-15179495,"Gm9733 (+153021), Car2 (+292853)"
90319,chr3-15194295-15194652,"Gm9733 (+137828), Car2 (+308046)"
90355,chr3-152211931-152212226,"Fubp1 (+1657), Nexn (+54239)"
90356,chr3-152219393-152219550,"Fubp1 (+9050), Nexn (+46846)"
90357,chr3-152222150-152222423,"Fubp1 (+11865), Nexn (+44031)"
90358,chr3-152223107-152223314,"Fubp1 (+12789), Nexn (+43107)"
90359,chr3-152225059-152225170,"Fubp1 (+14693), Nexn (+41203)"
90360,chr3-152231624-152231978,"Fubp1 (+21379), Nexn (+34517)"
90361,chr3-152238761-152239229,"Nexn (+27323), Fubp1 (+28573)"
90362,chr3-152259360-152259842,"Nexn (+6717), Fubp1 (+49179)"
90363,chr3-152262082-152262285,"Nexn (+4134), Fubp1 (+51762)"
90364,chr3-152262537-152262924,"Nexn (+3587), Fubp1 (+52309)"
90365,chr3-152265444-152266326,Nexn (+433)
90366,chr3-152282266-152282372,"Nexn (-16001), Miga1 (+58088)"
90367,chr3-152293710-152294040,"Nexn (-27557), Miga1 (+46532)"
90368,chr3-152304543-152304697,"Nexn (-38302), Miga1 (+35787)"
90369,chr3-152308487-152309094,"Nexn (-42473), Miga1 (+31616)"
90370,chr3-152315664-152316077,"Nexn (-49553), Miga1 (+24536)"
90380,chr3-15243130-15244049,"Gm9733 (+88712), Car2 (+357162)"
90381,chr3-15245021-15245225,"Gm9733 (+87179), Car2 (+358695)"
90395,chr3-15264602-15264761,"Gm9733 (+67620), Car2 (+378254)"
91171,chr3-29116629-29117678,"Egfem1 (+34421), Mecom (+896002)"
91172,chr3-29134738-29134934,"Egfem1 (+52103), Mecom (+878320)"
91173,chr3-29136082-29136673,"Egfem1 (+53645), Mecom (+876778)"
91174,chr3-29148498-29148970,"Egfem1 (+66001), Mecom (+864422)"
91175,chr3-29176902-29177163,"Egfem1 (+94300), Mecom (+836123)"
91176,chr3-29221372-29221509,"Egfem1 (+138708), Mecom (+791715)"
91177,chr3-29229835-29230741,"Egfem1 (+147555), Mecom (+782868)"
91178,chr3-29235496-29235789,"Egfem1 (+152910), Mecom (+777513)"
91179,chr3-29236717-29236947,"Egfem1 (+154099), Mecom (+776324)"
91180,chr3-29243501-29243965,"Egfem1 (+161000), Mecom (+769423)"
91181,chr3-29244395-29244806,"Egfem1 (+161868), Mecom (+768555)"
91182,chr3-29288768-29289465,"Egfem1 (+206384), Mecom (+724039)"
91183,chr3-29356362-29356868,"Egfem1 (+273882), Mecom (+656541)"
91184,chr3-29370656-29370783,"Egfem1 (+287987), Mecom (+642436)"
91185,chr3-29417262-29417607,"Egfem1 (+334702), Mecom (+595721)"
91186,chr3-29445461-29446451,"Egfem1 (+363223), Mecom (+567200)"
91187,chr3-29537091-29537631,"Egfem1 (+454628), Mecom (+475795)"
91188,chr3-29539067-29540046,"Egfem1 (+456824), Mecom (+473599)"
91189,chr3-29562403-29562997,"Mecom (+450456), Egfem1 (+479967)"
91190,chr3-29598958-29599143,"Mecom (+414105), Egfem1 (+516318)"
91191,chr3-29661191-29661907,"Mecom (+351607), Egfem1 (+578816)"
91192,chr3-29726575-29726866,"Mecom (+286435), Egfem1 (+643988)"
91193,chr3-29730161-29730615,"Mecom (+282768), Egfem1 (+647655)"
91194,chr3-29739436-29739576,"Mecom (+273650), Egfem1 (+656773)"
91195,chr3-29746358-29746807,"Mecom (+266573), Egfem1 (+663850)"
91196,chr3-29751383-29752078,"Mecom (+261425), Egfem1 (+668998)"
91197,chr3-29758616-29758783,"Mecom (+254456), Egfem1 (+675967)"
91198,chr3-29768709-29768964,"Mecom (+244319), Egfem1 (+686104)"
91199,chr3-29790362-29791236,"Mecom (+222357), Egfem1 (+708066)"
91200,chr3-29812460-29813149,"Mecom (+200351), Egfem1 (+730072)"
91201,chr3-29813447-29814243,"Mecom (+199311), Egfem1 (+731112)"
91202,chr3-29831971-29832550,"Mecom (+180895), Egfem1 (+749528)"
91203,chr3-29874132-29874407,"Mecom (+138886), Egfem1 (+791537)"
91204,chr3-29875928-29876338,"Mecom (+137023), Egfem1 (+793400)"
91205,chr3-29887841-29888240,"Mecom (+125115), Egfem1 (+805308)"
91206,chr3-29890895-29891157,"Mecom (+122130), Egfem1 (+808293)"
91207,chr3-29894778-29894898,"Mecom (+118318), Egfem1 (+812105)"
91208,chr3-29895705-29896073,"Mecom (+117267), Egfem1 (+813156)"
91209,chr3-29903148-29903530,"Mecom (+109817), Egfem1 (+820606)"
91210,chr3-29907556-29908089,"Mecom (+105333), Egfem1 (+825090)"
91211,chr3-29947278-29947557,"Mecom (+65738), Egfem1 (+864685)"
